Unit_ID,Cycle,Life_Cycles,Vibration_mm_s,Temperature_C,Current_A,RPM,Bearing_Noise_dB,Load_Factor,RUL,RUL_clipped,Risk_Level,Vibration_mm_s_roll_mean,Vibration_mm_s_roll_std,Temperature_C_roll_mean,Temperature_C_roll_std,Current_A_roll_mean,Current_A_roll_std,RPM_roll_mean,RPM_roll_std,Bearing_Noise_dB_roll_mean,Bearing_Noise_dB_roll_std,Predicted_RUL,Predicted_Risk,Data_Split
1,27,175,1.56,45.6,12.0,1475.54,54.91,0.978,148,130,Low,1.52,0.1349073756323205,44.942,0.8516278529968315,12.174,0.19718012070185736,1481.966,5.183124540274923,54.83,0.5212005372215169,,,train
1,28,175,1.53,44.76,12.36,1477.06,55.8,0.978,147,130,Low,1.51,0.13114877048604012,44.854,0.8409696784070108,12.166,0.1862256695517539,1479.846,4.377051519002486,55.11,0.6022042842756972,,,train
1,29,175,1.32,46.87,11.81,1482.78,55.89,0.978,146,130,Low,1.4580000000000002,0.14703741020570255,45.094,1.2185360068541229,12.128,0.24014578905323147,1479.014,2.804314533001352,55.382000000000005,0.5815238602155681,,,train
1,30,175,1.47,45.81,11.84,1470.1,55.29,0.978,145,130,Low,1.496,0.10922453936730532,45.33,1.2204712204718287,12.022,0.2229798197146993,1477.076,4.783688953099412,55.3,0.5537147279962958,,,train
1,31,175,1.6,47.14,12.24,1489.08,54.91,0.978,144,130,Low,1.496,0.10922453936730532,46.036,0.9725893275170134,12.05,0.24310491562286365,1478.9119999999998,7.25949860527589,55.36,0.47021271782036606,,,train
1,32,175,1.76,45.32,11.71,1476.04,55.43,0.978,143,130,Low,1.536,0.16226521500309302,45.980000000000004,1.0112615883143181,11.992,0.2883920942050942,1479.0120000000002,7.2046734832331145,55.464,0.3977184934096202,,,train
1,33,175,1.54,45.98,12.12,1470.38,55.84,0.978,142,130,Low,1.538,0.162234398325386,46.224,0.7590322786285143,11.943999999999999,0.22478878975607372,1477.676,8.206794745819046,55.472,0.4064726313050109,,,train
1,34,175,1.97,45.21,12.5,1476.33,55.86,0.978,141,130,Low,1.668,0.19992498593222396,45.892,0.7688107699557798,12.081999999999999,0.31546790645008493,1476.386,7.694906107289713,55.465999999999994,0.39891101764681675,,,train
1,35,175,1.69,44.35,12.0,1475.14,54.74,0.978,140,130,Low,1.7120000000000002,0.16694310408040197,45.6,1.037906546852846,12.113999999999999,0.29202739597510247,1477.3939999999998,6.9606881843682045,55.355999999999995,0.5177161384388308,,,train
1,36,175,1.73,45.96,11.98,1474.53,56.48,0.978,139,130,Low,1.7380000000000002,0.154822478988033,45.364,0.6686777998408496,12.062000000000001,0.2870888364252424,1474.484,2.403337263058775,55.67,0.6410148204215105,,,train
1,37,175,1.82,44.73,12.11,1489.86,55.57,0.978,138,130,Low,1.75,0.15921683328090633,45.245999999999995,0.7278255285437586,12.142,0.2098094373473204,1477.248,7.397734112551216,55.698,0.6308882626900124,,,train
1,38,175,1.82,45.49,11.64,1476.65,55.36,0.978,137,130,Low,1.8059999999999998,0.10784247771634281,45.148,0.6308090043745438,12.046000000000001,0.3088365263371543,1478.502,6.407641531796504,55.602,0.6403280409290367,,,train
1,39,175,1.68,45.72,12.5,1470.98,54.57,0.978,136,130,Low,1.748,0.0683373982530791,45.25,0.6824587899646404,12.046000000000001,0.3088365263371543,1477.432,7.252066602011079,55.343999999999994,0.7592298729633921,,,train
1,40,175,1.76,46.17,12.05,1473.15,54.88,0.978,135,130,Low,1.762,0.06016643582596472,45.614,0.5560845259490652,12.056000000000001,0.30778239065937435,1477.034,7.460900079749428,55.372,0.7335325486984263,,,train
1,41,175,1.88,46.09,12.58,1477.7,55.54,0.978,134,130,Low,1.7920000000000003,0.07563068160475554,45.64,0.57887822553625,12.176,0.3793810749101728,1477.6680000000001,7.3284357130293545,55.184000000000005,0.4404883653401122,,,train
1,42,175,1.6,47.29,12.45,1470.87,55.98,0.978,133,130,Low,1.748,0.11099549540409254,46.152,0.6935560539711229,12.244,0.39475308738500986,1473.8700000000001,3.1728457258446543,55.266,0.5538772427171966,,,train
1,43,175,1.56,45.55,12.46,1466.63,56.74,0.978,132,130,Low,1.6960000000000002,0.1283744522870495,46.164,0.6796175395029154,12.408,0.2065671803554362,1471.8660000000002,4.027310516959516,55.541999999999994,0.8674791063766375,,,train
1,44,175,1.82,45.42,12.62,1478.83,54.86,0.978,131,130,Low,1.7239999999999998,0.138852439661678,46.104,0.7392428559005473,12.431999999999999,0.22598672527384214,1473.4360000000001,5.0066136259962075,55.6,0.7927168473042633,,,train
1,45,175,1.94,45.11,12.23,1481.06,55.19,0.978,130,130,Low,1.7600000000000002,0.17029386365926374,45.892,0.8580326334120396,12.468,0.15221695043586542,1475.018,6.037273391193213,55.662,0.7321338675406381,,,train
1,46,175,1.65,46.6,12.16,1481.95,54.9,0.978,129,129,Low,1.714,0.16056151469141028,45.99400000000001,0.9158220351138096,12.384,0.1868956928342531,1475.868,6.7646448539453505,55.534000000000006,0.8105430278523221,,,train
1,47,175,1.85,46.99,12.34,1473.54,55.09,0.978,128,128,Low,1.764,0.15501612819316546,45.934,0.81383659293497,12.362,0.18363006289819686,1476.402,6.365050667513096,55.355999999999995,0.7854489162256242,,,train
1,48,175,1.64,45.38,12.37,1476.52,55.34,0.978,127,127,Low,1.78,0.13095800853708758,45.9,0.8371081172704034,12.344,0.17586926962944902,1478.3799999999999,3.4283742502836896,55.076,0.2003247363657374,,,train
1,49,175,1.86,46.05,12.42,1468.96,55.91,0.978,126,126,Low,1.7879999999999998,0.13516656391282536,46.025999999999996,0.7930510702344443,12.303999999999998,0.10644247272586366,1476.406,5.386685437261846,55.286,0.383705616325854,,,train
1,50,175,1.79,44.08,12.41,1477.13,56.1,0.978,125,125,Low,1.7580000000000002,0.10663020210053033,45.82000000000001,1.145796666079982,12.34,0.10559356040969499,1475.6200000000001,4.791685507210318,55.467999999999996,0.5188159596620034,,,train
1,51,175,1.83,45.82,11.72,1472.41,55.05,0.978,124,124,Low,1.794,0.09016651263079822,45.664,1.063169788886048,12.252,0.2991153623604055,1473.712,3.311868052928837,55.498000000000005,0.480697410020073,,,train
1,52,175,1.79,45.21,12.11,1473.54,55.49,0.978,123,123,Low,1.782,0.08467585252006565,45.30800000000001,0.7641138658603243,12.206,0.2998833106393173,1473.712,3.311868052928837,55.577999999999996,0.4259929576882786,,,train
1,53,175,1.73,47.89,12.4,1460.61,55.46,0.978,122,122,Low,1.8,0.04898979485566235,45.81,1.390773166264005,12.212,0.3042531840424965,1470.53,6.265496787966038,55.602,0.4123954412939214,,,train
1,54,175,1.88,45.67,12.41,1475.14,56.15,0.978,121,121,Low,1.8039999999999998,0.05549774770204525,45.734,1.3847490747424265,12.209999999999999,0.30257230540814084,1471.766,6.484105952250674,55.65,0.4674933154602409,,,train
1,55,175,2.03,45.01,12.6,1477.37,54.35,0.978,120,120,Low,1.8519999999999999,0.11366617790706171,45.92,1.1495216396397265,12.248000000000001,0.34317633951074855,1471.8139999999999,6.53443417596443,55.3,0.6612866246946207,,,train
1,56,175,1.72,46.26,12.33,1478.16,56.73,0.978,119,119,Low,1.83,0.12864680330268538,46.007999999999996,1.1567713689402952,12.37,0.1764936259472132,1472.964,7.143166664723167,55.636,0.8898202065586085,,,train
1,57,175,1.93,46.6,12.49,1475.77,56.08,0.978,118,118,Low,1.8579999999999999,0.13292855223765812,46.285999999999994,1.0816330246437578,12.446,0.10310189135022474,1473.41,7.256834709431682,55.754,0.9046159406068447,,,train
1,58,175,2.03,47.61,12.32,1477.57,55.19,0.978,117,117,Low,1.918,0.12833549781724365,46.230000000000004,0.9803315765596873,12.43,0.11726039399555935,1476.8020000000001,1.2829536234847292,55.7,0.9341306118525425,,,train
1,59,175,1.84,46.86,12.33,1475.63,55.04,0.978,116,116,Low,1.9099999999999997,0.13247641299491675,46.468,0.9544998690413741,12.413999999999998,0.12581732790038935,1476.9,1.1343720730045461,55.477999999999994,0.9323465021117413,,,train
1,60,175,2.03,46.89,12.65,1461.04,56.18,0.978,115,115,Low,1.9100000000000001,0.13247641299491675,46.844,0.4974233609311045,12.424000000000001,0.14484474446797863,1473.634,7.126221298837934,55.843999999999994,0.7119901684714558,,,train
1,61,175,1.93,47.9,12.36,1473.9,56.56,0.978,114,114,Low,1.952,0.08012490249603882,47.172000000000004,0.5535973265831338,12.430000000000001,0.14053469322553044,1472.7820000000002,6.691200938546885,55.81,0.6613622305514681,,,train
1,62,175,2.06,47.04,12.21,1471.18,56.2,0.978,113,113,Low,1.9780000000000002,0.09148770409185988,47.260000000000005,0.4683481610938518,12.374,0.16440802900100332,1471.864,6.490634021419638,55.834,0.6756330364924548,,,train
1,63,175,2.01,46.74,12.42,1472.74,56.8,0.978,112,112,Low,1.9740000000000002,0.08905054744357117,47.086,0.4674184420837442,12.394,0.162265215003076,1470.8980000000001,5.745791503353542,56.156000000000006,0.6756330364924585,,,train
1,64,175,2.12,46.84,12.72,1458.42,56.72,0.978,111,111,Low,2.0300000000000002,0.06964194138591845,47.08200000000001,0.46991488591019787,12.472000000000001,0.2104043725781225,1467.4560000000001,7.178584818751423,56.492,0.2889982698910615,,,train
1,65,175,1.98,47.48,12.29,1471.26,56.54,0.978,110,110,Low,2.0200000000000005,0.07314369419163694,47.2,0.4835286961494544,12.4,0.19532024984623247,1469.5,6.295712826996525,56.564,0.2308246087401181,,,train
1,66,175,1.75,47.61,12.34,1470.48,56.75,0.978,109,109,Low,1.984,0.14117365193264533,47.142,0.3861605883567007,12.395999999999999,0.1965451602049635,1468.816,5.86952127519855,56.602,0.24519380090049123,,,train
1,67,175,2.09,47.75,12.6,1471.04,56.3,0.978,108,108,Low,1.9899999999999998,0.14577379737113147,47.284,0.462309420193868,12.474,0.18105247858008827,1468.788,5.855742480677262,56.622,0.2049878045153687,,,train
1,68,175,1.98,48.67,12.42,1466.58,56.49,0.978,107,107,Low,1.984,0.14536161804272715,47.67,0.658596993615963,12.474,0.18105247858008827,1467.556,5.450383472748342,56.55999999999999,0.1834393632785213,,,train
1,69,175,2.01,48.98,12.5,1474.75,55.83,0.978,106,106,Low,1.9619999999999997,0.12676750372236445,48.098,0.6793894317694202,12.43,0.12409673645988448,1470.822,2.906031658466218,56.382000000000005,0.34766363053966876,,,train
1,70,175,2.11,47.34,12.72,1475.79,56.41,0.978,105,105,Low,1.988,0.14359665734271002,48.07,0.7132671308843371,12.516,0.14926486525633728,1471.728,3.6798464641894624,56.355999999999995,0.337609241579703,,,train
1,71,175,2.08,47.18,13.16,1467.57,57.34,0.978,104,104,Low,2.054,0.055946402922794645,47.984,0.8028885352276343,12.680000000000001,0.29086079144496185,1471.146,4.129252959072347,56.474000000000004,0.5475673474560264,,,train
1,72,175,2.06,48.7,12.58,1454.86,57.14,0.978,103,103,Low,2.0479999999999996,0.052630789467760085,48.174,0.8449733723615042,12.676,0.2923696290656566,1467.9099999999999,8.382526468792541,56.64200000000001,0.6065228767326393,,,train
1,73,175,2.2,48.81,12.65,1469.72,57.21,0.978,102,102,Low,2.0919999999999996,0.0704982269280561,48.202,0.8675367427377193,12.722,0.2581085043155083,1468.538,8.375593710299453,56.786,0.6456237294276314,,,train
1,74,175,2.21,48.0,12.4,1464.91,57.22,0.978,101,101,Low,2.132,0.06906518659932562,48.006,0.7506530490179727,12.702,0.2823473038652735,1466.5700000000002,7.678062906749753,57.064,0.3725989801382388,,,train
1,75,175,2.16,49.46,12.87,1456.98,56.23,0.978,100,100,Low,2.1420000000000003,0.06870225614926823,48.43,0.8697125962063373,12.732,0.2925235033292001,1462.808,6.557573484148233,57.028,0.451851745598106,,,train
1,76,175,2.48,48.37,12.41,1469.77,56.12,0.978,99,99,Low,2.222,0.15594870951694204,48.668,0.543939334852664,12.582,0.19382982226682957,1463.248,7.014839271145433,56.784000000000006,0.5581487256995635,,,train
1,77,175,2.36,48.89,12.91,1469.3,57.75,0.978,98,98,Low,2.282,0.1342385935563968,48.706,0.55329015895817,12.648,0.2429403218899446,1466.136,5.509022599336923,56.90599999999999,0.7032282701940042,,,train
1,78,175,2.21,48.92,12.53,1461.49,57.59,0.978,97,97,Low,2.284,0.13277801022759572,48.728,0.560597895108389,12.623999999999999,0.24855582873871657,1464.4900000000002,5.398865621591634,56.98199999999999,0.7623450662266105,,,train
1,79,175,2.42,49.82,12.87,1460.41,57.58,0.978,96,96,Low,2.326,0.13667479650615696,49.092,0.5605978951083774,12.718,0.2309112383579224,1463.5900000000001,5.679150464638486,57.053999999999995,0.8061823615039322,,,train
1,80,175,2.44,49.34,12.78,1458.46,57.32,0.978,95,95,Low,2.3819999999999997,0.10545141061170922,49.068,0.543203460960941,12.7,0.219317121994589,1463.886,5.272516476977919,57.272000000000006,0.6621706728631692,,,train
1,81,175,2.52,49.11,12.81,1458.26,57.62,0.978,94,94,Low,2.3899999999999997,0.11575836902789914,49.215999999999994,0.3825310444917368,12.78,0.1486606874731464,1461.584,4.520290919841735,57.572,0.15642889758632245,,,train
1,82,175,2.45,50.75,13.14,1471.67,56.42,0.978,93,93,Low,2.4080000000000004,0.11691877522450889,49.588,0.7314847913661161,12.825999999999999,0.21824298385054242,1462.0580000000002,5.540746339619205,57.306,0.5097842680978484,,,train
1,83,175,2.46,49.35,13.06,1465.38,57.49,0.978,92,92,Low,2.4579999999999997,0.037682887362821396,49.674,0.6545456439393122,12.931999999999999,0.1592796283269989,1462.836,5.711526065772906,57.286,0.49767459247992357,,,train
1,84,175,2.53,49.29,13.25,1452.21,58.79,0.978,91,91,Low,2.48,0.04183300132669213,49.568,0.667772416321557,13.008,0.20608250774868325,1461.196,7.484392426911129,57.528,0.8475671064877798,,,train
1,85,175,2.59,48.17,12.57,1445.87,59.05,0.978,90,90,Low,2.5100000000000002,0.05700877125494776,49.334,0.9236232998359951,12.966,0.2742808779335271,1458.6779999999999,10.24406511107812,57.874,1.066316088221535,,,train
1,86,175,2.39,50.0,12.91,1464.28,56.63,0.978,89,89,Low,2.4840000000000004,0.07733045971671826,49.512,0.9548926641251005,12.986,0.2634957305156692,1459.882,10.532367730002921,57.676,1.2077996522602865,,,train
1,87,175,2.59,50.21,12.7,1450.89,59.1,0.978,88,88,Low,2.5119999999999996,0.08671793355470914,49.403999999999996,0.797420842466468,12.898,0.27252522818995506,1455.7259999999999,8.64957397794882,58.212,1.1010086284857585,,,train
1,88,175,2.4,50.25,13.02,1466.0,58.06,0.978,87,87,Low,2.4999999999999996,0.09899494936611142,49.583999999999996,0.8795339675077537,12.89,0.26711420778383743,1455.85,8.825233707954062,58.326,1.0350990290789073,,,train
1,89,175,2.61,51.52,12.96,1459.94,58.32,0.978,86,86,Low,2.5159999999999996,0.11081516141755576,50.03,1.200145824472979,12.831999999999999,0.18965758619150316,1457.396,8.704408653091106,58.23199999999999,1.0032796220396842,,,train
1,90,175,2.73,51.22,13.16,1447.09,58.32,0.978,85,85,Low,2.5439999999999996,0.1462190138114702,50.64,0.6814323150540444,12.95,0.16822603841256803,1457.64,8.308643090180688,58.086,0.9025408578009559,,,train
1,91,175,2.83,50.79,12.81,1455.29,58.99,0.978,84,84,Low,2.6319999999999997,0.16192590898308656,50.797999999999995,0.5799741373543404,12.930000000000001,0.179722007556078,1455.842,7.439809809397678,58.55800000000001,0.4587155981652611,,,train
1,92,175,2.92,50.05,13.21,1457.46,57.94,0.978,83,83,Low,2.698,0.20265734627690823,50.766000000000005,0.6233217467728144,13.032,0.16021860066791896,1457.156,6.9077080135171105,58.326,0.4064234245218901,,,train
1,93,175,2.8,51.31,12.86,1463.34,59.05,0.978,82,82,Low,2.778,0.11606032913962687,50.978,0.5828979327462991,13.0,0.1781852968120164,1456.6240000000003,6.113021347910429,58.524,0.47909289287163526,,,train
1,94,175,2.84,51.14,12.94,1455.32,58.52,0.978,81,81,Low,2.8240000000000003,0.06877499545618632,50.902,0.5154318577658056,12.996,0.17952715672005295,1455.7,5.829060816290185,58.564,0.46597210216934104,,,train
1,95,175,2.98,51.86,13.49,1448.98,59.35,0.978,80,80,Low,2.874,0.07402702209327577,51.03,0.6703357367766593,13.062000000000001,0.28472794032196014,1456.078,5.153243638720033,58.77,0.5510444628159595,,,train
1,96,175,2.84,51.47,13.19,1452.42,59.03,0.978,79,79,Low,2.876,0.07266360849832837,51.166000000000004,0.6784025353725495,13.138,0.24913851568953552,1455.504,5.416094533887763,58.778,0.5553107238295777,,,train
1,97,175,2.84,51.91,12.87,1450.63,58.51,0.978,78,78,Low,2.8600000000000003,0.06928203230274337,51.538,0.33803845935024945,13.069999999999999,0.27009257672136344,1454.138,5.655450468354375,58.891999999999996,0.36676968249861563,,,train
1,98,175,3.21,51.64,13.39,1447.22,59.23,0.978,77,77,Low,2.9419999999999997,0.1616168308066899,51.604,0.31373555743633647,13.175999999999998,0.2710719461692493,1450.9140000000002,3.128398951542694,58.928,0.3939796949084269,,,train
1,99,175,2.84,53.05,13.2,1456.56,59.14,0.978,76,76,Low,2.9419999999999997,0.1616168308066899,51.986000000000004,0.6204272721277463,13.228,0.23731835158702672,1451.1619999999998,3.581357284607817,59.052,0.3249923076014953,,,train
1,100,175,3.3,52.04,12.67,1455.09,60.84,0.978,75,75,Low,3.0060000000000002,0.2295212408471122,52.022000000000006,0.6164981751796801,13.064000000000002,0.28875595231957696,1452.384,3.6914130085933836,59.35,0.878436110368969,,,train
1,101,175,3.19,53.02,13.26,1446.3,59.39,0.978,74,74,Low,3.076,0.21938550544645824,52.331999999999994,0.6578525670694502,13.078,0.2979429475587326,1451.16,4.583366666546872,59.422000000000004,0.8602150893818168,,,train
1,102,175,3.13,51.6,13.55,1455.12,59.06,0.978,73,73,Low,3.1339999999999995,0.17529974329701076,52.27,0.7193052203340854,13.213999999999999,0.33246052397237175,1452.058,4.883586796608903,59.532,0.7413973293721594,,,train
1,103,175,3.1,53.96,13.39,1439.89,59.1,0.978,72,72,Low,3.1119999999999997,0.17020575783444541,52.734,0.9290209900749539,13.213999999999999,0.33246052397237175,1450.592,7.233703753957011,59.50600000000001,0.7567562355211676,,,train
1,104,175,3.13,53.61,13.83,1449.25,59.06,0.978,71,71,Low,3.17,0.07968688725253258,52.846000000000004,1.007114690588834,13.34,0.4306971093471395,1449.1299999999999,6.4187732472811,59.49000000000001,0.7672027111527748,,,train
1,105,175,3.23,52.82,13.51,1455.84,59.25,0.978,70,70,Low,3.156,0.05272570530583586,53.001999999999995,0.9064325678172841,13.508000000000001,0.212649947096111,1449.28,6.59910221166572,59.172000000000004,0.1448102206343014,,,train
1,106,175,3.32,52.86,13.5,1448.31,59.49,0.978,69,69,Low,3.182,0.09148770409184964,52.970000000000006,0.9084602357835132,13.556000000000001,0.16425589791534967,1449.682,6.431272813371499,59.19200000000001,0.18403803954659995,,,train
1,107,175,3.34,53.45,14.26,1460.33,59.64,0.978,68,68,Low,3.224,0.10830512453248851,53.339999999999996,0.492493654781284,13.697999999999999,0.35449964739048045,1450.724,7.807437479737607,59.30800000000001,0.250738908030167,,,train
1,108,175,3.42,54.72,13.77,1450.13,60.58,0.978,67,67,Low,3.2879999999999994,0.11122050170718467,53.492,0.7704998377675497,13.774000000000001,0.309887076206759,1452.772,5.14368739330185,59.604,0.5890925224446238,,,train
1,109,175,3.46,52.79,13.85,1447.71,59.87,0.978,66,66,Low,3.354,0.08988882021696523,53.327999999999996,0.8244816553446322,13.778,0.3109179956193812,1452.464,5.4446101788844565,59.766,0.5078680931109735,,,train
1,110,175,3.48,53.44,13.88,1444.67,61.18,0.978,65,65,Low,3.404,0.07127411872480727,53.452,0.7740607211322779,13.851999999999999,0.272891919997592,1450.23,5.978511520438167,60.152,0.7106124119378933,,,train
1,111,175,3.58,54.03,13.95,1434.16,60.11,0.978,64,64,Low,3.4559999999999995,0.08763560920081478,53.686,0.7256927724594029,13.941999999999998,0.1891295852054103,1447.4,9.453628932849632,60.275999999999996,0.6137018820243222,,,train
1,112,175,3.44,53.86,13.88,1436.64,60.93,0.978,63,63,Low,3.476,0.062289646009573124,53.76800000000001,0.7154509067712557,13.866,0.06503845016582123,1442.662,6.961211819792039,60.534000000000006,0.5470191952758223,,,train
1,113,175,3.82,53.97,13.58,1431.99,59.77,0.978,62,62,Low,3.556,0.15709869509323712,53.617999999999995,0.5170783306229513,13.828,0.14342245291436342,1439.034,6.82170286658782,60.372,0.6417320313029407,,,train
1,114,175,3.62,55.28,13.9,1436.58,60.4,0.978,61,61,Low,3.588,0.14872793954061853,54.116,0.6903115238787547,13.838,0.14703741020560926,1436.808,4.798861323273797,60.477999999999994,0.5787659285066834,,,train
1,115,175,3.96,54.71,14.27,1455.11,62.05,0.978,60,60,Low,3.6839999999999997,0.20562101059959276,54.370000000000005,0.6081529412901022,13.916,0.2454180107489486,1438.896,9.266468043435486,60.652,0.8897864912439446,,,train
1,116,175,3.82,54.68,13.92,1439.07,61.35,0.978,59,59,Low,3.732,0.20327321515634525,54.5,0.5863872440629992,13.91,0.24474476501034947,1439.8780000000002,8.891691065259236,60.9,0.8736131867137904,,,train
1,117,175,3.93,54.94,13.99,1446.38,61.98,0.978,58,58,Low,3.8299999999999996,0.13341664064125544,54.715999999999994,0.481175643606152,13.931999999999999,0.24631280924866816,1441.826,9.070095368848689,61.11,0.9997249621772152,,,train
